old_ds_path,new_ds_path,tier,action
icons/poi/poi-rmcc-collected.svg,illustrations/poi/poi-rmcc-collected.svg,illustration,placed
icons/poi/poi-map-yellow.svg,illustrations/poi/poi-map-yellow.svg,illustration,placed
icons/poi/poi-in-progress.svg,icons/poi/poi-in-progress.svg,glyph,placed
icons/device/device-3.svg,illustrations/device/device-3.svg,illustration,placed
icons/device/device-2.svg,illustrations/device/device-2.svg,illustration,placed
icons/device/temperature-sensors.svg,illustrations/device/temperature-sensors.svg,illustration,placed
icons/device/device-1.svg,illustrations/device/device-1.svg,illustration,placed
icons/device/fuel-detector.svg,illustrations/device/fuel-detector.svg,illustration,collision-kept-smaller(replaced-larger)
icons/device/motion-sensor.svg,illustrations/device/motion-sensor.svg,illustration,placed
icons/device/fill-sensor.svg,illustrations/device/fill-sensor.svg,illustration,collision-kept-smaller(replaced-larger)
icons/event/zone-stay-solid.svg,icons/event/zone-stay-solid.svg,glyph,placed
icons/event/harsh-turning-green.svg,icons/event/harsh-turning-green.svg,glyph,placed
icons/event/harsh-acceleration.svg,icons/event/harsh-acceleration.svg,glyph,placed
icons/event/fuel-drop.svg,icons/event/fuel-drop.svg,glyph,collision-kept-smaller(replaced-larger)
icons/event/harsh-turning.svg,icons/event/harsh-turning.svg,glyph,collision-dropped-larger(kept-existing)
icons/event/fuel-fill.svg,icons/event/fuel-fill.svg,glyph,collision-kept-smaller(replaced-larger)
icons/event/bin-collected.svg,icons/event/bin-collected.svg,glyph,placed
icons/event/fuel-drop-solid.svg,icons/event/fuel-drop-solid.svg,glyph,placed
icons/event/rtdt-alarm.svg,icons/event/rtdt-alarm.svg,glyph,placed
icons/event/harsh-acceleration-green.svg,icons/event/harsh-acceleration-green.svg,glyph,placed
icons/event/overspeed-green.svg,icons/event/overspeed-green.svg,glyph,placed
icons/event/fuel-fill-solid.svg,icons/event/fuel-fill-solid.svg,glyph,placed
icons/event/excess-idle-solid.svg,icons/event/excess-idle-solid.svg,glyph,placed
icons/event/harsh-breaking-green.svg,icons/event/harsh-breaking-green.svg,glyph,placed
icons/event/idle.svg,icons/event/idle.svg,glyph,collision-dropped-larger(kept-existing)
icons/event/harsh-turning-filled-dash.svg,icons/event/harsh-turning-filled-dash.svg,glyph,placed
icons/event/engine-off.svg,icons/event/engine-off.svg,glyph,collision-kept-smaller(replaced-larger)
icons/event/trip-solid.svg,icons/event/trip-solid.svg,glyph,placed
icons/event/excess-idle.svg,icons/event/excess-idle.svg,glyph,collision-dropped-larger(kept-existing)
icons/event/zone-out-solid.svg,icons/event/zone-out-solid.svg,glyph,placed
icons/event/engine-temp-rise.svg,icons/event/engine-temp-rise.svg,glyph,collision-kept-smaller(replaced-larger)
icons/event/engine-off-solid.svg,icons/event/engine-off-solid.svg,glyph,placed
icons/event/door-open.svg,icons/event/door-open.svg,glyph,collision-kept-smaller(replaced-larger)
icons/event/route-deviation.svg,icons/event/route-deviation.svg,glyph,collision-kept-smaller(replaced-larger)
icons/event/stop.svg,icons/event/stop.svg,glyph,collision-dropped-larger(kept-existing)
icons/event/engine-on-solid.svg,icons/event/engine-on-solid.svg,glyph,placed
icons/event/night-time.svg,icons/event/night-time.svg,glyph,placed
icons/event/door-close-solid.svg,icons/event/door-close-solid.svg,glyph,placed
icons/event/black-spot-solid.svg,icons/event/black-spot-solid.svg,glyph,placed
icons/event/harsh-acceleration-solid.svg,icons/event/harsh-acceleration-solid.svg,glyph,placed
icons/event/cessation-transmission.svg,icons/event/cessation-transmission.svg,glyph,collision-kept-smaller(replaced-larger)
icons/event/ibutton-linking.svg,icons/event/ibutton-linking.svg,glyph,placed
icons/event/idle-solid.svg,icons/event/idle-solid.svg,glyph,placed
icons/event/harsh-turning-solid.svg,icons/event/harsh-turning-solid.svg,glyph,placed
icons/event/door-open-solid.svg,icons/event/door-open-solid.svg,glyph,placed
icons/event/default.svg,icons/event/default.svg,glyph,collision-dropped-larger(kept-existing)
icons/event/rtdt-alarm-solid.svg,icons/event/rtdt-alarm-solid.svg,glyph,placed
icons/event/harsh-breaking-solid.svg,icons/event/harsh-breaking-solid.svg,glyph,placed
icons/event/harsh-breaking.svg,icons/event/harsh-breaking.svg,glyph,collision-kept-smaller(replaced-larger)
icons/event/facility-visit.svg,icons/event/facility-visit.svg,glyph,placed
icons/event/engine-temp-rise-solid.svg,icons/event/engine-temp-rise-solid.svg,glyph,placed
icons/event/door-close.svg,icons/event/door-close.svg,glyph,collision-dropped-larger(kept-existing)
icons/event/zone-out.svg,icons/event/zone-out.svg,glyph,collision-dropped-larger(kept-existing)
icons/event/overspeed-solid.svg,icons/event/overspeed-solid.svg,glyph,placed
icons/event/engine-temp-drop-solid.svg,icons/event/engine-temp-drop-solid.svg,glyph,placed
icons/event/stop-solid.svg,icons/event/stop-solid.svg,glyph,placed
icons/event/engine-temp-drop.svg,icons/event/engine-temp-drop.svg,glyph,collision-kept-smaller(replaced-larger)
icons/event/eta-violation.svg,icons/event/eta-violation.svg,glyph,placed
icons/event/trip.svg,icons/event/trip.svg,glyph,collision-dropped-larger(kept-existing)
icons/event/zone-in.svg,icons/event/zone-in.svg,glyph,collision-dropped-larger(kept-existing)
icons/event/default-solid.svg,icons/event/default-solid.svg,glyph,placed
icons/event/zone-stay.svg,icons/event/zone-stay.svg,glyph,collision-dropped-larger(kept-existing)
icons/event/zone-in-solid.svg,icons/event/zone-in-solid.svg,glyph,placed
icons/event/eta-violation-solid.svg,icons/event/eta-violation-solid.svg,glyph,placed
icons/event/cessation-transmission-solid.svg,icons/event/cessation-transmission-solid.svg,glyph,placed
icons/event/engine-on.svg,icons/event/engine-on.svg,glyph,collision-dropped-larger(kept-existing)
icons/event/route-deviation-solid.svg,icons/event/route-deviation-solid.svg,glyph,placed
icons/event/overspeed.svg,icons/event/overspeed.svg,glyph,collision-dropped-larger(kept-existing)
icons/event/overspeed-filled-dash.svg,icons/event/overspeed-filled-dash.svg,glyph,placed
icons/event/black-spot.svg,icons/event/black-spot.svg,glyph,collision-dropped-larger(kept-existing)
